ticker,name,breakout_date,high_52w,breakout_price,market_type,market_cap,breakout_pct,volume_surge,close_strength,base_length,volatility_contraction,volume_dry_up,ma200_slope,pct_above_52w_low,rs_vs_market,market_return,ma20_deviation,liquidity,days_since_ath,atr_ratio,max_gain_20d,max_drawdown_20d,gain_at_day_20,label,market_regime,market_ma200_dist
16710,대성홀딩스,2023-01-27,118000,118100,KOSPI,1356,0.0847,0.3329,0.9583,10,0.3429,0.6755,0.071629,147.5891,-0.5635,6.4828,0.037,5463060660.0,10,0.027821,10.16,-2.03,8.13,1,1,2.1932
3100,선광,2023-01-27,142700,142900,KOSDAQ,1346,0.1402,1.3008,0.7419,11,0.2737,0.8187,0.077006,137.7704,5.2554,5.2628,0.0308,3896710520.0,11,0.020094,3.43,-0.7,3.43,0,0,-4.2202
103140,풍산,2023-01-27,35500,35900,KOSPI,32957,1.1268,1.5124,0.8261,222,0.4078,1.1999,0.002055,52.4416,-0.4267,6.4828,0.0685,6890009160.0,424,0.031138,3.48,-6.13,-0.42,0,1,2.1932
355150,코스텍시스,2023-01-27,12275,13250,KOSDAQ,1082,7.943,6.9692,0.8261,1,0.9123,3.3415,0.017738,40.2116,15.1918,5.2628,0.1628,1381074795.0,1,0.048787,38.49,-3.96,18.87,1,0,-4.2202
71970,HD현대마린엔진,2023-01-30,7470,7540,KOSPI,28664,0.9371,1.101,0.75,20,0.7317,0.4511,0.045737,116.0458,-6.5185,7.4555,0.0669,4571378670.0,430,0.043956,0.93,-18.17,-11.8,0,1,0.8648
293580,나우IB,2023-01-30,1380,1411,KOSDAQ,1744,2.2464,0.2888,0.9706,16,0.7071,0.374,0.035694,117.7469,3.9867,6.68,0.0727,1533522272.0,445,0.058064,3.33,-13.54,-11.62,0,0,-4.439
32190,다우데이타,2023-01-30,44250,46800,KOSDAQ,9690,5.7627,0.7698,0.8644,1,0.3899,0.738,0.164299,375.6098,36.2208,6.68,0.1927,14742102750.0,1,0.052198,13.68,-1.07,7.26,1,0,-4.439
35610,솔본,2023-01-30,5790,6020,KOSDAQ,1013,3.9724,20.3927,0.907,208,0.8045,3.3033,-0.033049,104.7619,53.0017,6.68,0.4571,26905164264.0,445,0.06075,1.33,-19.68,-13.12,0,0,-4.439
42520,한스바이오메드,2023-01-30,12750,12980,KOSDAQ,6060,1.8039,8.0274,0.5579,240,0.5108,3.2213,-0.009395,42.1687,25.2306,6.68,0.1965,1401635658.0,362,0.04661,7.09,-6.01,-1.46,0,0,-4.439
49520,유아이엘,2023-01-30,2446,2460,KOSDAQ,1158,0.5724,5.5115,0.9811,22,0.8896,1.4845,0.052802,98.3871,-1.6415,6.68,0.0585,312795786.0,378,0.039808,41.5,2.89,34.19,1,0,-4.439
54800,아이디스홀딩스,2023-01-30,13450,13480,KOSDAQ,1238,0.223,1.4146,0.9655,124,0.5324,1.2177,0.003342,25.9813,1.16,6.68,0.0528,81370236.0,402,0.018652,3.12,-1.63,-1.63,0,0,-4.439
108490,로보티즈,2023-01-31,29506,30626,KOSDAQ,45022,3.7958,7.593,0.4999,213,0.5948,3.1457,-0.009017,85.5447,30.7651,9.0094,0.2326,88890957834.0,264,0.072112,27.19,-13.03,25.28,1,0,-4.0845
41510,에스엠,2023-01-31,85900,88000,KOSDAQ,24291,2.4447,1.4476,0.8704,206,0.5412,1.4284,-0.000521,57.1429,5.7233,9.0094,0.1318,60578851760.0,206,0.039529,49.89,-1.48,45.0,1,0,-4.0845
17370,우신시스템,2023-01-31,3600,3615,KOSPI,1181,0.4167,1.1942,0.85,2,0.2985,0.9371,0.004905,82.1159,4.532,8.4368,0.06,389593309.0,323,0.033491,6.78,-1.8,2.49,0,0,-0.1252
3920,남양유업,2023-01-31,49161,50006,KOSPI,2835,1.7188,3.3504,0.7778,11,0.3495,1.32,0.015952,41.6922,-5.5734,8.4368,0.0778,1883654466.0,390,0.031525,23.86,2.78,12.33,1,0,-0.1252
23590,다우기술,2023-02-01,22900,23850,KOSPI,21469,4.1485,4.7607,0.5862,217,0.4961,1.4528,-0.003262,40.708,18.5012,10.0702,0.1088,5397827000.0,397,0.036388,0.0,-9.43,-7.97,0,1,0.9379
53300,한국정보인증,2023-02-01,6890,7020,KOSDAQ,2729,1.8868,12.3775,1.0,195,0.4855,5.9465,-0.020932,62.877,34.8769,11.8315,0.325,12889247256.0,484,0.056115,-3.56,-16.81,-13.39,0,0,-2.6257
310200,애니플러스,2023-02-01,4935,5000,KOSDAQ,1534,1.3171,5.1541,0.6344,228,0.8587,1.0587,0.005389,111.8644,-8.2046,11.8315,0.1275,19977828633.0,285,0.069143,1.0,-18.9,-6.8,0,0,-2.6257
250,삼천당제약,2023-02-01,49100,49600,KOSDAQ,109312,1.0183,1.1542,0.6721,23,0.6089,0.4573,0.026095,78.0969,3.9211,11.8315,0.0906,16199484890.0,514,0.039026,9.88,-3.12,9.88,0,0,-2.6257
60280,큐렉소,2023-02-01,8360,8480,KOSDAQ,8156,1.4354,10.8646,0.5227,207,0.5098,4.0869,-0.006146,33.5433,14.547,11.8315,0.131,2633128098.0,439,0.038157,19.69,-8.37,19.69,1,0,-2.6257
214370,케어젠,2023-02-01,31980,36000,KOSDAQ,57287,12.5704,6.4571,0.8552,95,0.8338,1.5166,0.045434,246.1538,19.9401,11.8315,0.3154,28047819920.0,95,0.050794,8.22,-3.89,-2.78,0,0,-2.6257
1510,SK증권,2023-02-02,912,988,KOSPI,4130,8.3333,52.4861,0.6224,207,0.6595,9.4286,-0.024733,63.8474,52.5705,11.277,0.3873,49788221409.0,451,0.058921,-10.12,-23.99,-21.66,0,1,1.776
327260,RF머트리얼즈,2023-02-02,14350,14480,KOSDAQ,2812,0.9059,0.658,0.8269,167,0.3545,0.5605,0.001733,49.2784,7.3812,13.2854,0.105,615229566.0,494,0.032755,12.85,-6.84,1.52,1,0,-0.7497
24850,HLB이노베이션,2023-02-02,1420,1652,KOSDAQ,3775,16.338,1.5384,0.5,246,0.9645,3.8254,-0.015456,81.3392,56.1505,13.2854,0.6358,2249297729.0,427,0.051972,101.57,29.84,101.57,1,0,-0.7497
145020,휴젤,2023-02-03,152400,154600,KOSDAQ,32790,1.4436,1.3438,0.9762,244,0.5171,1.0892,0.010829,51.272,7.9664,12.1579,0.0908,9456084680.0,382,0.033959,5.76,-17.34,-16.43,0,0,-0.3638
11330,유니켐,2023-02-03,1380,1400,KOSPI,1097,1.4493,4.027,0.8841,195,0.8597,2.1611,-0.011721,36.5854,10.7419,9.9478,0.1687,1738318074.0,402,0.034796,-0.71,-14.29,-7.0,0,1,2.3007
190510,나무가,2023-02-03,18150,18630,KOSDAQ,3385,2.6446,7.0994,0.5288,26,0.9213,1.5324,0.026595,109.3258,3.9169,12.1579,0.1853,58404967938.0,26,0.053332,3.33,-10.31,3.33,0,0,-0.3638
79810,디이엔티,2023-02-03,10382,10454,KOSDAQ,1145,0.6935,0.8691,0.9822,97,0.7687,1.0688,0.023152,113.827,8.1136,12.1579,0.132,6518696365.0,501,0.035509,34.65,0.6,34.65,1,0,-0.3638
51980,중앙첨단소재,2023-02-06,1740,1904,KOSDAQ,2755,9.4253,1.8789,0.7987,248,0.8549,0.3503,0.036787,385.7143,33.37,11.9735,0.2984,4834451964.0,516,0.067865,12.92,-8.72,-7.51,1,0,-0.9683
86520,에코프로,2023-02-06,28415,28685,KOSDAQ,219414,0.9502,2.782,0.7409,75,0.7391,1.3119,0.029059,130.8652,20.5759,11.9735,0.2152,116189000000.0,305,0.040997,111.7,13.47,99.72,1,0,-0.9683
377480,마음AI,2023-02-06,28250,29150,KOSDAQ,1286,3.1858,5.8136,0.9368,217,0.4983,3.0782,-0.022167,176.3033,83.0098,11.9735,0.3433,125766000000.0,297,0.103161,-2.06,-24.19,-17.5,0,0,-0.9683
71280,로체시스템즈,2023-02-07,9030,9330,KOSDAQ,1527,3.3223,2.5936,0.8481,44,0.582,1.1165,0.040672,85.119,9.6307,12.1709,0.1332,1625434384.0,44,0.035523,3.54,-7.18,-5.68,0,1,0.6175
4360,세방,2023-02-07,49800,51800,KOSPI,2672,4.0161,1.0509,1.0,4,0.3957,0.9472,0.196378,423.7614,31.2548,7.063,0.2067,19830051560.0,4,0.049228,-3.86,-19.31,-16.99,0,1,1.2217
357550,석경에이티,2023-02-07,27000,27950,KOSDAQ,2957,3.5185,2.9128,0.8462,50,0.7067,1.2653,0.05022,110.1504,-1.4778,12.1709,0.0863,970025580.0,517,0.032839,2.15,-4.11,0.36,0,1,0.6175
140860,파크시스템스,2023-02-07,131600,133000,KOSDAQ,19240,1.0638,3.6623,0.8364,216,0.5353,1.4935,-0.006927,48.9362,7.1116,12.1709,0.1414,5510279680.0,273,0.031203,7.97,-2.41,-2.41,0,1,0.6175
6110,삼아알미늄,2023-02-07,41950,43800,KOSPI,4458,4.41,3.4437,0.9481,23,0.9773,1.4018,0.048857,171.2074,6.4085,7.063,0.1297,49461785940.0,23,0.059932,-0.68,-11.07,-11.07,0,1,1.2217
204620,글로벌텍스프리,2023-02-08,3165,3186,KOSDAQ,3300,0.6635,1.6181,0.9615,227,0.5824,1.5346,-0.00425,58.6653,1.8656,11.2334,0.1078,4262965146.0,412,0.04114,-0.25,-15.82,-15.54,0,1,1.654
7070,GS리테일,2023-02-08,25487,26171,KOSPI,18603,2.6837,8.5617,0.9735,47,0.894,1.8705,-0.001371,29.3865,4.9907,5.6783,0.0798,12257353158.0,419,0.02779,0.82,-7.02,-4.9,0,1,2.5898
9970,영원무역홀딩스,2023-02-08,64000,64100,KOSPI,27133,0.1562,0.7208,1.0,30,0.8361,0.6504,0.013585,44.3694,3.3353,5.6783,0.0586,735289640.0,30,0.022955,13.73,-0.62,13.73,1,1,2.5898
204270,제이앤티씨,2023-02-08,6900,6950,KOSDAQ,13132,0.7246,2.4827,0.7778,250,0.4967,2.6573,-0.010014,55.8296,3.0758,11.2334,0.155,1838544142.0,511,0.045838,13.81,-4.75,5.47,1,1,1.654
274090,켄코아에어로스페이스,2023-02-08,16450,16490,KOSDAQ,3688,0.2432,1.7722,0.6232,186,0.4271,3.5221,0.006146,62.4631,17.0934,11.2334,0.1833,16467831590.0,392,0.050983,6.37,-7.03,-4.31,0,1,1.654
82800,비보존 제약,2023-02-08,5820,7008,KOSDAQ,2362,20.4124,2.2402,0.5,207,0.8704,2.3547,-0.031889,254.6559,77.8653,11.2334,0.7053,9549836900.0,505,0.06992,4.41,-29.62,-29.62,0,1,1.654
82270,젬백스,2023-02-08,15950,16190,KOSDAQ,16389,1.5047,1.2325,0.7963,240,0.3065,1.4899,-0.005363,43.2743,24.817,11.2334,0.1707,3830950686.0,517,0.038251,1.61,-6.92,-5.19,0,1,1.654
8730,율촌화학,2023-02-09,45700,47250,KOSPI,6473,3.3917,0.8074,0.881,1,0.6776,0.8127,0.061988,173.1214,15.7716,5.5378,0.1624,10214524590.0,1,0.039153,5.5,-8.04,-8.04,0,1,2.5524
121600,나노신소재,2023-02-09,98200,109200,KOSDAQ,8206,11.2016,10.4106,0.9119,102,0.6918,2.0615,0.028161,123.7705,19.9664,12.7189,0.269,59364068260.0,102,0.039181,40.38,3.11,27.29,1,1,2.3498
3670,포스코퓨처엠,2023-02-09,228758,235059,KOSPI,193458,2.7544,2.8094,1.0,59,0.3571,1.8976,0.053955,151.0375,23.1101,5.5378,0.1599,271138000000.0,59,0.045831,8.45,-11.13,1.86,0,1,2.5524
2200,한국수출포장,2023-02-10,3295,3375,KOSPI,1264,2.4279,1.447,0.8649,42,0.537,0.5766,0.020606,60.7143,9.7364,4.6704,0.1086,513996390.0,42,0.02455,9.78,-1.19,3.41,0,1,2.1197
12450,한화에어로스페이스,2023-02-10,86992,89540,KOSPI,637324,2.929,1.6241,0.7927,106,0.6493,1.0985,0.044633,111.0449,14.7608,4.6704,0.097,71619055238.0,106,0.03608,10.69,-1.48,8.76,1,1,2.1197
106190,하이텍팜,2023-02-10,8772,9306,KOSDAQ,1275,6.0876,21.3071,0.6252,231,0.6916,2.6934,0.0014,59.4312,16.2847,8.8296,0.1396,1185621246.0,513,0.031923,3.01,-8.18,-6.81,0,1,0.8695
51360,토비스,2023-02-10,11280,11410,KOSDAQ,2268,1.1525,4.6406,0.4177,1,0.7581,1.6585,0.001633,44.2478,5.7286,8.8296,0.0938,2778388906.0,252,0.036246,4.56,-4.82,-2.63,0,1,0.8695
5070,코스모신소재,2023-02-10,68357,68752,KOSPI,16353,0.5778,2.0703,0.4119,70,0.485,1.6116,0.033752,117.8385,18.9531,4.6704,0.1456,61633919135.0,70,0.036224,48.42,-0.57,35.78,1,1,2.1197
272110,케이엔제이,2023-02-10,14650,14720,KOSDAQ,2079,0.4778,1.5862,0.7949,191,0.5878,0.9417,0.005971,42.9126,-1.7751,8.8296,0.0368,559303498.0,441,0.029455,16.58,0.2,14.74,1,1,0.8695
58970,엠로,2023-02-10,19900,19960,KOSDAQ,4858,0.3015,0.5683,0.9423,209,0.241,1.8594,-0.006632,61.6194,12.1401,8.8296,0.1037,1589819994.0,444,0.046056,34.02,-8.27,34.02,1,1,0.8695
104460,디와이피엔에프,2023-02-13,43100,45800,KOSDAQ,1484,6.2645,7.3592,0.9747,61,0.9252,1.8436,0.015539,33.1395,2.7512,8.6843,0.0999,3438534810.0,289,0.018403,3.71,-5.02,-1.2,0,1,0.983
247540,에코프로비엠,2023-02-13,135900,139000,KOSDAQ,207828,2.2811,3.7037,0.7107,157,0.5209,2.5372,0.002669,76.3534,30.0382,8.6843,0.2567,370090000000.0,305,0.046711,56.12,1.08,41.37,1,1,0.983
336570,원텍,2023-02-13,5020,5490,KOSDAQ,8268,9.3625,2.3796,0.94,207,0.6573,0.9131,0.00622,132.1353,25.2181,8.6843,0.1586,11952603680.0,207,0.052823,13.66,-2.55,-2.55,1,1,0.983
93320,케이아이엔엑스,2023-02-13,65500,66500,KOSDAQ,6373,1.5267,2.7966,0.86,13,0.6019,1.1393,0.013411,43.0108,1.0516,8.6843,0.0698,2086906380.0,493,0.040924,6.47,-9.92,-5.56,0,1,0.983
205100,엑셈,2023-02-14,2567,2648,KOSDAQ,1558,3.1554,15.8704,0.0857,200,0.6463,4.3305,-0.003363,56.2242,23.3458,9.5193,0.1385,34595439209.0,351,0.067652,4.19,-12.88,-10.57,0,1,1.982
39490,키움증권,2023-02-14,104500,106000,KOSPI,112832,1.4354,2.7152,0.7674,236,0.7921,1.6295,0.002348,51.4286,5.384,3.3339,0.0551,13709375400.0,518,0.029987,1.04,-11.7,-9.91,0,1,2.0442
4370,농심,2023-02-14,357000,357500,KOSPI,24574,0.1401,0.9942,0.5625,31,0.8649,1.1742,0.010352,35.1607,0.7418,3.3339,0.0448,10416343500.0,31,0.025175,2.94,-2.66,-1.26,0,1,2.0442
5490,POSCO홀딩스,2023-02-15,314000,325500,KOSPI,275577,3.6624,3.4642,0.8293,14,0.9577,1.3222,0.006507,54.2654,3.494,1.1684,0.0682,199860000000.0,437,0.026223,6.3,-2.92,-0.77,0,1,0.5323
12030,DB,2023-02-15,1120,1147,KOSPI,3515,2.4107,8.3807,0.5955,218,0.6492,2.4009,-0.009903,64.3266,29.6184,1.1684,0.2027,3070781415.0,398,0.033877,38.36,9.07,17.7,1,1,0.5323
86900,메디톡스,2023-02-15,184000,187000,KOSDAQ,9379,1.6304,0.8275,0.4118,1,0.9602,3.4088,0.015715,92.5136,29.7213,6.7751,0.3055,117696000000.0,399,0.051184,30.21,4.17,20.59,1,1,0.2304
64550,바이오니아,2023-02-15,45500,50700,KOSDAQ,3355,11.4286,7.77,0.8116,227,0.6274,3.8946,-0.006407,122.8571,71.1196,6.7751,0.559,118348000000.0,357,0.061989,10.06,-11.24,-9.86,1,1,0.2304
480,CR홀딩스,2023-02-16,8310,8320,KOSPI,2192,0.1203,2.3472,0.5,194,0.65,1.24,-0.00123,11.0814,1.814,4.0384,0.031,1715906.0,439,0.011633,3.25,-3.49,-0.48,0,1,2.5372
214430,아이쓰리시스템,2023-02-16,21150,21600,KOSDAQ,8747,2.1277,2.8233,1.0,221,0.7273,1.4398,-0.000961,37.1429,2.5213,10.5677,0.0755,1622859450.0,510,0.029134,0.93,-10.14,-9.07,0,1,2.8261
114090,GKL,2023-02-16,20700,21000,KOSPI,7893,1.4493,1.2711,0.75,2,0.5556,1.1234,0.031043,65.3543,4.209,4.0384,0.0401,13475292340.0,2,0.033061,0.0,-11.9,-10.0,0,1,2.5372
5420,코스모화학,2023-02-16,29863,33454,KOSPI,6130,12.0249,19.3336,1.0,106,0.7442,3.4987,0.050468,225.3331,49.8084,4.0384,0.4121,112265000000.0,106,0.043898,53.83,4.56,22.06,1,1,2.5372
7660,이수페타시스,2023-02-16,8334,8509,KOSPI,81558,2.0998,4.8199,0.7389,206,0.4965,3.004,-0.004856,83.8194,36.189,4.0384,0.1714,51152872599.0,206,0.066854,7.66,-10.06,4.0,0,1,2.5372
161580,필옵틱스,2023-02-16,9710,9720,KOSDAQ,12474,0.103,2.7796,0.9016,216,0.6579,2.4129,-0.018258,45.509,20.9614,10.5677,0.2294,6171678364.0,511,0.041961,7.2,-10.49,-7.82,0,1,2.8261
28050,삼성E&A,2023-02-17,27850,28150,KOSPI,60368,1.0772,2.2169,0.6129,233,0.4851,1.2572,0.004979,51.3441,13.5479,3.4999,0.0906,39535931150.0,347,0.031845,7.46,-6.75,7.46,0,1,1.5774
15750,성우하이텍,2023-02-17,6470,6960,KOSDAQ,6144,7.5734,28.6042,0.7935,66,0.8087,5.053,0.007687,76.2025,30.3657,8.9737,0.3107,66531486234.0,511,0.040025,6.32,-6.75,-5.46,0,1,1.7127
216080,제테마,2023-02-17,10757,10957,KOSDAQ,3370,1.8593,3.6822,1.0,241,0.4245,3.9238,-0.016807,119.0086,55.0778,8.9737,0.3204,10795737616.0,428,0.064375,6.84,-8.68,-0.68,0,1,1.7127
1460,BYC,2023-02-17,46450,47250,KOSPI,2577,1.7223,8.6422,1.0,210,0.934,1.896,-0.01797,31.6156,24.2028,3.4999,0.2389,328054400.0,284,0.033409,18.31,-4.55,7.51,1,1,1.5774
22100,포스코DX,2023-02-20,7060,7140,KOSPI,57393,1.1331,3.9964,0.973,54,0.8252,1.1631,0.009605,42.9429,6.8738,3.1416,0.0755,7493012106.0,512,0.029612,0.0,-13.87,-7.56,0,1,1.79
108860,셀바스AI,2023-02-20,18968,19712,KOSDAQ,3399,3.9224,1.7498,0.3315,1,0.4858,1.6796,0.089109,308.3696,69.0784,10.6608,0.3327,200186000000.0,1,0.081799,54.66,13.48,50.74,1,1,3.5315
3200,일신방직,2023-02-20,12700,13780,KOSPI,2973,8.5039,21.0242,0.764,206,0.9177,3.3663,-0.012285,53.1111,26.8584,3.1416,0.2832,4571602700.0,254,0.027835,-0.58,-8.64,-7.11,0,1,1.79
1080,만호제강,2023-02-21,42709,42757,KOSPI,2087,0.1124,2.5976,0.9249,74,0.7685,1.2487,0.036677,123.4492,23.0078,2.6594,0.1729,1092080872.0,74,0.036432,14.95,-1.45,14.95,1,1,1.9975
211270,AP위성,2023-02-21,18500,18750,KOSDAQ,3062,1.3514,6.9292,0.5159,188,0.4322,2.9403,0.002508,128.38,66.378,10.5088,0.2314,61941982498.0,495,0.081829,26.4,-10.4,26.4,1,1,4.2001
3380,하림지주,2023-02-21,11150,11460,KOSDAQ,15054,2.7803,3.3686,0.6022,204,0.606,2.4184,-0.005469,79.9058,24.1563,10.5088,0.1418,7177164610.0,441,0.048741,14.05,-3.05,12.74,1,1,4.2001
17890,한국알콜,2023-02-21,12250,12820,KOSDAQ,2302,4.6531,12.1804,1.0,203,0.7759,3.0035,-0.00348,37.4062,11.5864,10.5088,0.1329,2925460454.0,451,0.029307,-0.78,-18.1,-18.1,0,1,4.2001
45970,코아시아,2023-02-21,8980,9110,KOSDAQ,1521,1.4477,7.6366,0.7714,249,0.3819,2.5506,-0.014577,88.0289,57.5724,10.5088,0.1933,14313494914.0,512,0.063196,19.98,-18.22,19.98,1,1,4.2001
6650,대한유화,2023-02-21,184000,184200,KOSPI,9659,0.1087,3.3094,0.9554,22,0.9068,1.0209,0.006798,78.835,1.4084,2.6594,0.1094,14671812860.0,499,0.03203,3.09,-14.71,-10.53,0,1,1.9975
200710,에이디테크놀로지,2023-02-22,19550,22950,KOSDAQ,4812,17.3913,36.593,0.7993,180,0.7384,6.4941,-0.009747,90.4564,47.5174,6.303,0.3844,41930647134.0,513,0.057641,6.54,-18.52,2.4,0,1,2.3287
200880,서연이화,2023-02-22,9600,9740,KOSPI,4068,1.4583,3.45,0.619,51,0.6972,1.5952,0.029009,57.3506,14.2335,-0.4484,0.0706,3093674632.0,468,0.035128,33.26,10.16,19.1,1,1,0.3399
208370,셀바스헬스케어,2023-02-22,3795,3839,KOSDAQ,1357,1.1594,19.1128,0.4327,221,0.9955,4.9649,-0.035881,124.8975,62.6671,6.303,0.5623,36735525308.0,221,0.071689,212.09,29.98,206.54,1,1,2.3287
35900,JYP Ent.,2023-02-23,76000,76300,KOSDAQ,24908,0.3947,1.2095,0.9286,1,0.8068,1.209,0.020344,60.8008,5.224,6.0005,0.0496,38881681920.0,1,0.031268,4.85,-10.48,-4.85,0,1,3.0348
95660,네오위즈,2023-02-23,47100,47500,KOSDAQ,6153,0.8493,0.559,0.6,4,0.4424,0.9451,0.067695,150.0,1.223,6.0005,0.0735,14321657580.0,4,0.039323,-0.63,-15.58,-12.11,0,1,3.0348
271560,오리온,2023-02-23,128000,129800,KOSPI,46574,1.4062,2.3323,0.9848,39,0.8624,0.9135,0.031231,60.0493,6.4691,-1.1974,0.0531,15732010540.0,500,0.021902,2.85,-3.85,2.77,0,1,1.2786
95720,웅진씽크빅,2023-02-23,3175,3190,KOSPI,1336,0.4724,9.3125,0.2794,229,0.7732,2.1357,-0.009281,48.3721,28.5427,-1.1974,0.1539,7985538981.0,462,0.052284,3.45,-10.03,-9.4,0,1,1.2786
304100,솔트룩스,2023-02-23,30200,35950,KOSDAQ,3596,19.0397,4.0768,0.8772,18,0.8476,1.6527,0.123118,486.46,37.5125,6.0005,0.379,183629000000.0,18,0.088913,14.46,-13.77,1.53,1,1,3.0348
5830,DB손해보험,2023-02-23,72300,72500,KOSPI,97346,0.2766,2.0716,0.8085,220,0.8061,0.9242,-0.002805,36.2782,9.4064,-1.1974,0.0884,9584992360.0,220,0.027488,7.31,-2.48,-1.79,0,1,1.2786
338220,뷰노,2023-02-24,13350,14770,KOSDAQ,2842,10.6367,12.7236,1.0,222,0.7438,2.8333,-0.003664,191.3215,59.5834,5.0766,0.3844,14521466274.0,494,0.08555,12.73,-15.17,3.25,1,1,2.527
4690,삼천리,2023-02-24,489500,494500,KOSPI,5616,1.0215,0.6461,0.5,10,0.6522,0.6656,0.150449,392.0398,5.8838,-2.4319,0.0263,10957102800.0,10,0.025061,4.15,-0.3,3.54,0,1,0.682
86960,MDS테크,2023-02-24,2970,3455,KOSDAQ,1445,16.33,7.2937,1.0,30,0.5765,1.9048,0.007859,222.8972,96.1465,5.0766,0.4755,259046000000.0,30,0.09723,8.83,-18.67,4.2,0,1,2.527
3100,선광,2023-02-24,147700,147800,KOSDAQ,1346,0.0677,0.6182,0.8214,2,0.4076,0.9283,0.071652,145.9235,-1.6476,5.0766,0.0247,4196944080.0,2,0.027015,8.59,-0.34,7.71,0,1,2.527
17390,서울가스,2023-02-24,482000,483500,KOSPI,3205,0.3112,0.3344,0.7143,23,0.5857,0.5142,0.099636,164.2077,4.8684,-2.4319,0.0203,5181488200.0,23,0.016915,2.79,-0.93,2.69,0,1,0.682
1940,KISCO홀딩스,2023-02-24,21200,21250,KOSPI,3246,0.2358,1.0912,0.65,4,0.4011,1.5081,0.006983,75.6198,13.456,-2.4319,0.1226,973827000.0,360,0.045513,10.12,-12.28,-12.28,1,1,0.682
41020,폴라리스오피스,2023-02-24,2075,2105,KOSDAQ,2277,1.4458,14.7343,0.4778,229,0.9369,4.9654,-0.019861,103.3816,38.5114,5.0766,0.2984,11188251408.0,315,0.07869,77.43,-10.69,42.99,1,1,2.527
1450,현대해상,2023-02-24,34550,34950,KOSPI,24540,1.1577,1.463,0.8125,128,0.8349,0.9612,-0.002917,29.2052,11.1411,-2.4319,0.1147,17549170490.0,128,0.027999,1.57,-5.58,-5.58,0,1,0.682
277810,레인보우로보틱스,2023-02-27,87200,92900,KOSDAQ,140067,6.5367,3.4882,0.7212,23,0.9081,0.9191,0.169773,369.1919,11.5071,5.643,0.2187,273529000000.0,23,0.061741,53.82,-17.01,48.33,1,1,2.7684
1430,세아베스틸지주,2023-02-27,22050,23850,KOSPI,25462,8.1633,13.4491,1.0,117,0.6955,3.242,-0.005901,71.5827,48.2709,-1.9519,0.3676,11175256108.0,444,0.042258,6.5,-13.84,0.63,0,0,-0.146
90360,로보스타,2023-02-27,33050,33250,KOSDAQ,8063,0.6051,8.6168,0.5893,19,0.7978,1.5126,0.026999,100.9063,8.2269,5.643,0.1087,68326104830.0,19,0.058969,30.53,-7.37,30.53,1,1,2.7684
58850,KTcs,2023-02-27,4385,4700,KOSPI,1155,7.1836,4.2256,0.9925,9,0.7101,1.6151,0.077405,162.5698,12.8009,-1.9519,0.1251,65122247886.0,9,0.082219,16.17,-12.34,-12.34,1,0,-0.146
49950,미래컴퍼니,2023-02-28,28154,30150,KOSDAQ,1552,7.0896,39.1866,1.0,115,1.0,4.7847,-0.002076,74.2775,17.9425,6.9022,0.2782,25904774900.0,525,0.047027,64.84,20.4,55.06,1,1,4.301
89890,코세스,2023-02-28,12950,12960,KOSDAQ,4362,0.0772,2.4047,0.6571,236,0.7239,0.9741,0.006574,90.3084,19.5368,6.9022,0.1025,10144889684.0,284,0.045745,5.09,-9.65,3.24,0,1,4.301
171090,선익시스템,2023-02-28,26950,29050,KOSDAQ,5613,7.7922,9.9173,0.4779,115,0.875,2.292,0.014053,124.3243,37.9856,6.9022,0.2851,63860700750.0,393,0.05729,32.19,-20.48,32.19,1,1,4.301
60280,큐렉소,2023-03-02,9320,10150,KOSDAQ,8156,8.9056,23.5811,0.2752,1,0.9184,5.0459,0.006344,59.8425,14.8689,4.8245,0.221,18188071386.0,459,0.044968,33.99,-11.72,19.01,1,1,3.774
250,삼천당제약,2023-03-02,53700,54500,KOSDAQ,109312,1.4898,1.6883,0.6944,14,0.9497,1.2397,0.027469,95.6912,5.0545,4.8245,0.0637,25932249870.0,534,0.053145,50.09,-9.82,47.71,1,1,3.774
101490,에스앤에스텍,2023-03-02,32000,32350,KOSDAQ,17687,1.0938,3.1604,0.4898,25,0.9135,1.5152,0.00821,74.3935,3.3695,4.8245,0.0831,18661703870.0,534,0.043939,21.33,-6.03,20.09,1,1,3.774
103140,풍산,2023-03-02,37150,38550,KOSPI,32957,3.7685,5.5863,0.7949,5,0.625,1.6307,0.010849,63.6943,7.8308,-0.896,0.0895,15192942160.0,447,0.032147,0.91,-7.39,-3.76,0,1,0.9748
267260,HD현대일렉트릭,2023-03-02,43750,45200,KOSPI,301715,3.3143,2.1179,0.8806,42,0.7222,0.8592,0.055031,129.4416,15.1817,-0.896,0.1395,13930325940.0,42,0.035161,-0.66,-16.92,-16.7,0,1,0.9748
214680,디알텍,2023-03-02,1800,2120,KOSDAQ,1652,17.7778,50.4863,1.0,184,0.9786,5.7713,5.6e-05,55.8824,25.7978,4.8245,0.2926,21627479527.0,416,0.041038,16.04,-6.56,-1.18,1,1,3.774
33100,제룡전기,2023-03-02,12100,12580,KOSDAQ,7003,3.9669,5.7956,0.7771,49,0.7061,1.3881,0.067208,185.5846,8.0006,4.8245,0.1664,7585932754.0,49,0.049057,4.13,-8.03,-2.62,0,1,3.774
