ticker,name,market_cap,breakout_date,resistance,support,breakout_close,max_gain_20d,success,box_range_pct,breakout_strength,volume_surge,volume_dry_up,close_strength,volatility_contraction,ma20_deviation,breakout_gap,ma200_slope,pct_above_52w_low,days_since_ath,market_return,rs_vs_market,atr_ratio,liquidity
011200,HMM,19194892689500,2020-01-06,3775,3270,3835,3.26,0,15.4434,1.5894,2.1029,1.6469,0.9722,1.311,12.3727,-1.3245,-1.9342,45.2652,321,4.1655,5.7199,2.4027,4274065876
011200,HMM,19194892689500,2020-01-07,3835,3270,3900,1.54,0,17.2783,1.6949,1.9462,1.8956,0.8182,1.5801,13.7026,0.1304,-1.8119,47.7273,322,5.5708,8.6312,2.6099,5034314072
011200,HMM,19194892689500,2020-02-17,3900,3290,3980,-0.5,0,18.541,2.0513,3.0366,1.0022,0.8095,0.7372,10.0816,1.0458,-0.4388,50.7576,363,-0.2616,6.1126,2.8356,4198136838
011200,HMM,19194892689500,2023-01-27,22550,18300,23300,0.64,0,23.224,3.3259,7.4418,0.7992,0.5366,1.0138,13.2855,2.2936,-4.2185,37.0588,329,6.4828,0.1534,2.7744,27298744020
011200,HMM,19194892689500,2023-12-18,17260,13950,17540,32.84,1,23.7276,1.6222,7.9047,1.3752,0.8488,0.4069,10.5787,2.7977,-3.363,28.7812,325,3.0371,7.208,3.4167,21385671068
011200,HMM,19194892689500,2025-01-15,19050,15750,19800,0.66,0,20.9524,3.937,3.8623,1.0878,0.9244,0.6005,7.7815,0.6985,0.4903,38.9474,369,0.0942,5.2249,2.7778,32123316312
011200,HMM,19194892689500,2025-02-25,20000,17530,20900,8.37,0,14.0901,4.5,5.7465,2.4467,0.766,0.8038,12.4835,-1.65,1.8086,46.6667,1,3.2677,5.7568,3.0485,135210748798
011200,HMM,19194892689500,2025-03-05,20900,17530,21500,5.35,0,19.2242,2.8708,1.6631,3.8432,0.6818,1.6673,13.2413,0.9685,2.0638,50.8772,9,3.0802,13.3879,4.6678,147356504824
011200,HMM,19194892689500,2025-03-10,21650,17530,22150,-1.13,0,23.5026,2.3095,1.0332,4.1912,0.6667,2.2996,13.9579,0.4619,2.3037,55.4386,3,1.9219,17.2923,5.0597,100072945504
003670,포스코퓨처엠,18812125530000,2020-01-10,45672,38939,48856,21.04,1,17.2911,6.9714,5.8317,2.1155,0.8579,0.6622,11.3127,0.8992,-3.4274,30.9812,323,5.1663,9.8214,2.4999,19937074828
003670,포스코퓨처엠,18812125530000,2021-09-27,161391,134734,165752,7.02,0,19.7849,2.7021,2.8789,1.9753,0.8077,0.6405,10.358,0.6164,5.5128,156.2449,217,-0.4185,12.1828,3.5713,108676109827
003670,포스코퓨처엠,18812125530000,2021-09-29,165752,134734,172053,3.1,0,23.0217,3.8015,2.3722,2.0263,0.8975,0.8784,13.292,-2.4168,5.4996,165.9859,219,-2.3495,21.0788,3.9032,120695230792
033780,KT&G,18348263200000,2021-11-04,83900,80400,85500,1.64,0,4.3532,1.907,5.4785,1.2618,0.6538,1.5689,4.5552,0.5981,-0.4293,9.6154,318,2.5757,3.7676,0.9524,44740253200
033780,KT&G,18348263200000,2022-09-20,84300,80100,86200,2.32,0,5.2434,2.2539,3.3468,1.2488,0.9333,0.9089,4.0497,0.7117,-0.2054,12.5326,316,-5.0082,10.6455,1.0772,24642672760
033780,KT&G,18348263200000,2022-10-26,89400,80700,92800,4.2,0,10.7807,3.8031,2.2796,0.8722,1.0,0.5365,6.3915,0.3356,0.3021,21.1488,1,1.2886,7.1226,1.1315,29467868080
