ticker,name,event_date,high_52w,event_price,market_type,market_cap,gap_pct,resistance_tests,days_since_high,momentum_5d,volume_ratio,volume_trend,volatility_contraction,atr_pct,ma_alignment,trend_strength,rs_vs_market,market_return,pct_from_52w_low,broke_through_10d,max_gain_20d,days_to_breakout
097230,HJ중공업,2020-09-08,7920,7790,KOSPI,21310.0,-1.6414,0,95,23.6508,4.5455,2.6922,1.5353,5.0156,4,3.0438,21.6412,0.6508,116.9916,1,31.58,3
290740,액트로,2020-09-08,14800,14300,KOSDAQ,2657.0,-3.3784,1,180,12.5984,2.7275,1.2831,0.8293,5.7193,3,9.3733,3.735,1.8,140.3361,0,1.05,-1
044450,KSS해운,2020-09-08,8900,8510,KOSPI,2380.0,-4.382,21,21,4.1616,1.1394,0.995,0.5875,2.3502,4,2.1603,-1.9269,0.6508,60.566,1,16.22,8
194700,노바렉스,2020-09-08,23782,22615,KOSDAQ,2905.0,-4.9071,5,20,-2.681,0.9632,1.0003,0.8459,4.3457,4,10.0141,-2.5984,1.8,144.0117,0,2.64,-1
099750,이지케어텍,2020-09-08,11785,11410,KOSDAQ,1244.0,-3.182,2,39,20.6386,24.0454,2.5032,1.5469,5.4676,3,2.0034,8.6122,1.8,143.8555,1,6.35,2
009150,삼성전기,2020-09-08,148500,143000,KOSPI,234165.0,-3.7037,8,139,13.0435,3.2952,1.7285,0.9535,3.9211,2,1.4731,0.7677,0.6508,75.0306,0,2.8,-1
063080,컴투스홀딩스,2020-09-08,40000,39100,KOSDAQ,1401.0,-2.25,2,40,14.4949,3.5888,1.9079,0.8319,4.5853,4,7.3308,1.5025,1.8,188.5609,1,3.32,1
007690,국도화학,2020-09-09,38115,36643,KOSPI,3565.0,-3.862,0,233,19.9012,1.5184,2.6929,1.4593,4.2649,2,0.8975,21.9761,-1.772,47.8136,1,4.97,5
082740,한화엔진,2020-09-10,4683,4605,KOSPI,45479.0,-1.6656,0,71,17.8654,4.5049,1.9942,1.1912,5.3746,4,2.493,23.5261,-1.4747,218.2446,1,2.69,1
183300,코미코,2020-09-10,42750,41600,KOSDAQ,11256.0,-2.6901,4,31,5.3165,1.3916,1.2949,0.762,3.5457,4,4.0672,10.182,4.5766,152.1212,1,9.13,1
099190,아이센스,2020-09-10,15613,15288,KOSDAQ,5306.0,-2.0816,0,29,9.3015,4.203,1.7354,0.8754,3.307,4,2.4665,3.949,4.5766,103.6771,1,12.93,1
066575,LG전자우,2020-09-10,36350,35400,KOSPI,8662.0,-2.6135,3,20,6.7873,2.905,1.27,0.6491,3.6219,3,12.0604,4.3817,-1.4747,151.0638,1,2.97,2
083310,엘오티베큠,2020-09-10,16850,16300,KOSDAQ,2306.0,-3.2641,1,29,9.7643,1.6163,1.3788,0.5153,4.645,4,7.6458,10.6177,4.5766,146.9697,1,13.19,2
007310,오뚜기,2020-09-10,627000,596000,KOSPI,15791.0,-4.9442,7,20,0.6757,0.9517,0.7495,1.3116,2.1333,3,1.2139,-0.0129,-1.4747,48.2587,0,0.5,-1
000300,DH오토넥스,2020-09-10,15195,14498,KOSPI,1740.0,-4.587,0,245,37.7482,10.2674,3.1604,2.1749,4.3898,1,-3.982,39.0008,-1.4747,77.8023,1,38.23,1
005935,삼성전자우,2020-09-10,53000,50700,KOSPI,932659.0,-4.3396,5,143,5.8455,1.1936,1.0893,1.1623,1.9231,3,2.6173,1.4747,-1.4747,45.2722,0,6.11,-1
061970,LB세미콘,2020-09-10,11250,10950,KOSDAQ,2788.0,-2.6667,3,25,11.6208,11.4902,2.4902,1.1702,5.8643,4,4.3904,5.2529,4.5766,160.7143,1,10.5,1
195870,해성디에스,2020-09-10,21500,20750,KOSPI,10370.0,-3.4884,6,28,5.3299,1.5335,1.1913,0.6144,3.9243,4,5.8275,1.4747,-1.4747,92.1296,0,2.65,-1
051900,LG생활건강,2020-09-10,1600000,1527000,KOSPI,42005.0,-4.5625,7,21,2.967,1.101,0.9475,0.6922,2.3108,3,3.5511,0.1181,-1.4747,46.1244,0,4.65,-1
160980,싸이맥스,2020-09-10,15400,14800,KOSDAQ,1957.0,-3.8961,3,24,7.2464,1.703,1.834,1.0525,4.7539,3,0.8169,1.1377,4.5766,198.6882,0,2.7,-1
226950,올릭스,2020-09-10,30728,29327,KOSDAQ,26045.0,-4.5594,0,23,6.7407,1.3795,1.6363,0.4868,5.1257,4,6.6036,4.1426,4.5766,198.9805,1,28.5,2
319400,현대무벡스,2020-09-10,2678,2570,KOSDAQ,33858.0,-4.0329,60,237,0.0,1.0,1.0,0.0,100.0,1,-0.0117,-4.5766,4.5766,0.0,0,-100.0,-1
034220,LG디스플레이,2020-09-10,15528,15158,KOSPI,58350.0,-2.3828,0,172,10.4408,0.6623,0.9188,0.6409,4.6826,3,9.0081,26.1908,-1.4747,85.3283,1,4.57,1
222800,심텍,2020-09-10,22600,21600,KOSDAQ,19567.0,-4.4248,0,21,6.9307,1.6098,1.9816,0.6926,6.4319,4,17.0787,3.694,4.5766,300.7421,0,0.23,-1
003300,한일홀딩스,2020-09-10,9647,9170,KOSPI,5017.0,-4.9445,0,234,2.8373,1.5619,0.8312,0.3632,2.59,4,-0.301,6.974,-1.4747,78.6828,0,7.24,-1
192440,슈피겐코리아,2020-09-11,76000,74200,KOSDAQ,1417.0,-2.3684,0,44,12.766,1.3607,1.1637,1.2404,4.64,4,0.0233,8.4852,3.9391,170.8029,1,7.41,1
107590,미원홀딩스,2020-09-11,58000,56500,KOSPI,1594.0,-2.5862,0,58,7.619,1.6188,1.1681,0.5759,2.6043,4,6.265,4.5899,-1.6755,59.6045,1,5.84,2
036200,유니셈,2020-09-11,7940,7580,KOSDAQ,3299.0,-4.534,1,20,7.5177,2.9668,1.3285,0.591,3.9295,4,3.4081,-3.1412,3.9391,141.0175,1,6.07,1
042520,한스바이오메드,2020-09-11,27200,26950,KOSDAQ,6147.0,-0.9191,0,197,33.0864,4.3593,2.968,1.4435,4.9165,3,-0.7581,27.5243,3.9391,122.7273,1,3.15,1
079370,제우스,2020-09-11,5533,5450,KOSDAQ,5661.0,-1.5001,2,40,22.9416,3.5178,1.7711,0.678,4.5832,2,7.5565,16.7429,3.9391,179.6306,1,21.71,1
089030,테크윙,2020-09-14,11341,11038,KOSDAQ,16674.0,-2.6717,9,31,9.5474,3.3642,1.1353,0.9634,3.8322,3,3.0482,5.0013,7.0824,158.9256,0,-0.01,-1
102120,어보브반도체,2020-09-14,12100,11700,KOSDAQ,2235.0,-3.3058,3,23,11.9617,1.0793,1.5894,0.6708,4.42,4,5.6423,0.7517,7.0824,146.3158,0,0.85,-1
100790,미래에셋벤처투자,2020-09-14,3970,3780,KOSDAQ,12670.0,-4.7859,8,22,7.7537,0.7711,1.391,0.7827,3.7056,4,5.8365,-9.8852,7.0824,154.2031,0,2.12,-1
015230,대창단조,2020-09-14,3150,3005,KOSPI,1949.0,-4.6032,0,246,11.2963,9.1414,2.6124,1.488,3.4704,2,0.5586,8.4245,0.8482,68.8202,1,17.97,1
222080,씨아이에스,2020-09-14,9410,8950,KOSDAQ,10639.0,-4.8884,2,21,4.1909,1.0629,0.7381,0.5697,5.85,4,19.1415,-1.5399,7.0824,333.414,0,2.12,-1
014830,유니드,2020-09-14,60335,57792,KOSPI,5644.0,-4.2148,3,20,2.0411,1.0463,1.1676,1.1103,3.0216,4,4.1737,-1.2463,0.8482,72.4156,0,0.8,-1
307950,현대오토에버,2020-09-14,58200,58000,KOSPI,118197.0,-0.3436,0,241,35.1981,4.5722,2.9676,1.495,4.9076,3,0.9163,34.6658,0.8482,171.6628,1,27.59,1
118990,모트렉스,2020-09-14,7544,7377,KOSDAQ,2486.0,-2.2137,0,128,29.1266,78.5786,3.4283,2.0671,5.6759,2,-3.0927,17.6344,7.0824,128.6733,1,99.08,1
123040,엠에스오토텍,2020-09-14,7500,7220,KOSDAQ,1437.0,-3.7333,0,167,27.7876,41.4645,3.0402,1.8564,4.8575,3,-2.4042,20.7052,7.0824,164.9541,1,12.6,3
106190,하이텍팜,2020-09-14,10139,9873,KOSDAQ,1631.0,-2.6235,0,159,27.0329,11.4,2.6441,2.0751,7.0018,3,4.9849,33.1989,7.0824,123.9791,1,11.81,1
071670,에이테크솔루션,2020-09-14,10800,10500,KOSDAQ,1070.0,-2.7778,2,41,15.3846,6.6443,2.3026,1.0271,4.6259,3,2.7064,5.0971,7.0824,227.1028,1,20.48,1
078020,LS증권,2020-09-14,6460,6190,KOSDAQ,3334.0,-4.1796,0,178,8.5965,1.4466,1.1372,0.901,3.6926,3,2.705,5.8738,7.0824,98.3974,0,0.16,-1
005930,삼성전자,2020-09-14,62800,60400,KOSPI,9814760.0,-3.8217,0,163,6.9027,0.9533,1.1749,1.0151,2.3652,3,2.6478,3.2897,0.8482,42.7896,0,1.66,-1
003620,KG모빌리티,2020-09-14,29906,28538,KOSPI,8135.0,-4.5743,0,57,48.6664,8.6903,1.9454,1.0801,6.1877,4,19.3248,58.3596,0.8482,0.0,1,10.32,1
000120,CJ대한통운,2020-09-15,169000,162500,KOSPI,31184.0,-3.8462,12,213,4.1667,2.6784,0.9892,0.9044,2.967,3,-1.538,3.2007,4.0601,47.7273,1,19.08,1
091580,상신이디피,2020-09-15,14900,14650,KOSDAQ,2150.0,-1.6779,0,25,15.8103,3.8237,2.0382,1.2155,5.3145,4,12.8767,7.6804,12.4016,313.8418,1,7.85,2
002840,미원상사,2020-09-15,99500,98600,KOSPI,7073.0,-0.9045,10,20,2.8154,0.4256,0.9243,0.2274,1.3764,4,10.4241,4.2916,4.0601,100.4065,0,0.91,-1
218410,RFHIC,2020-09-15,44978,42930,KOSDAQ,12457.0,-4.5533,2,245,4.5136,0.8748,1.0571,1.0776,4.8211,4,3.8486,7.6555,12.4016,64.7985,0,4.54,-1
066700,테라젠이텍스,2020-09-15,14400,14300,KOSDAQ,1076.0,-0.6944,0,106,27.6786,4.9657,2.8254,1.7327,6.4186,4,-1.2342,30.5984,12.4016,185.4291,0,0.7,-1
093520,매커스,2020-09-15,4385,4180,KOSDAQ,3279.0,-4.675,14,31,2.3256,0.9798,0.8897,1.2105,3.4091,4,3.0869,-5.6328,12.4016,132.8691,1,27.27,7
023450,동남합성,2020-09-15,39200,37350,KOSPI,1106.0,-4.7194,3,22,1.7711,0.6455,0.5747,0.1857,1.8168,4,7.7658,4.8321,4.0601,61.3391,0,4.42,-1
182400,엔케이맥스,2020-09-16,16827,16007,KOSDAQ,2630.0,-4.8731,3,30,2.6353,1.7097,1.2831,0.8582,5.0871,4,4.7403,-1.4685,9.4707,219.1825,0,-0.3,-1
005389,현대차3우B,2020-09-16,84900,81400,KOSPI,5679.0,-4.1225,3,25,8.5333,1.1374,0.9185,0.7544,3.1327,3,10.1222,6.6582,3.1933,110.0645,0,2.33,-1
086670,비엠티,2020-09-16,10150,9950,KOSDAQ,1191.0,-1.9704,0,24,12.3025,6.4978,2.2286,0.8704,4.6088,3,0.6947,14.1318,9.4707,158.1064,1,2.51,1
049430,코메론,2020-09-16,10000,9900,KOSDAQ,1358.0,-1.0,0,51,10.1224,12.9233,1.8314,1.245,4.3434,4,4.2938,7.1371,9.4707,70.6897,0,-0.51,-1
161580,필옵틱스,2020-09-16,16150,15400,KOSDAQ,12169.0,-4.644,2,25,8.0702,3.7333,1.3894,0.4364,4.8701,4,7.698,2.9381,9.4707,124.4898,1,14.29,1
103140,풍산,2020-09-16,26350,25100,KOSPI,31275.0,-4.7438,8,25,5.0209,2.0837,1.0017,0.8671,2.9311,4,3.0444,0.7404,3.1933,85.9259,0,5.98,-1
000640,동아쏘시오홀딩스,2020-09-16,113656,109285,KOSPI,7125.0,-3.8458,2,28,9.7559,3.2355,1.0722,1.0382,4.6031,4,2.3031,2.4399,3.1933,68.6653,1,27.11,2
000270,기아,2020-09-16,47700,46750,KOSPI,603969.0,-1.9916,2,25,11.0451,2.3997,1.1615,0.7734,2.8266,3,7.436,7.3268,3.1933,117.4419,1,10.16,1
267290,경동도시가스,2020-09-16,22260,21350,KOSPI,1326.0,-4.0881,0,250,26.3314,26.5462,3.3748,1.7709,3.3121,2,-0.8893,23.89,3.1933,77.1784,0,0.47,-1
141000,비아트론,2020-09-16,11050,10600,KOSDAQ,1050.0,-4.0724,0,177,9.2784,2.9469,2.0206,1.0018,3.8275,2,1.2664,5.8721,9.4707,118.5567,0,0.47,-1
018880,한온시스템,2020-09-17,13153,12502,KOSPI,46900.0,-4.9494,1,25,8.4678,4.1721,1.1185,0.7729,4.3307,2,9.8028,0.9432,5.802,66.0513,0,1.86,-1
043260,성호전자,2020-09-18,975,940,KOSDAQ,18972.0,-3.5897,0,23,10.8491,40.8225,2.9356,1.3423,5.7219,3,10.985,16.7484,11.6669,175.6598,1,26.6,2
027360,아주IB투자,2020-09-18,1590,1530,KOSDAQ,5894.0,-3.7736,1,151,8.8968,0.9111,1.2183,1.2483,4.2484,4,0.1032,2.5122,11.6669,131.4675,1,87.58,4
259630,엠플러스,2020-09-18,15123,15048,KOSDAQ,1616.0,-0.4959,0,26,9.5356,2.908,1.0462,0.9722,4.5953,4,9.4282,16.718,11.6669,204.6154,1,33.0,1
008490,서흥,2020-09-18,60300,57400,KOSPI,2696.0,-4.8093,22,21,5.709,0.5885,1.2549,1.177,3.0488,3,1.8181,-5.3701,4.6781,90.3814,0,0.35,-1
161390,한국타이어앤테크놀로지,2020-09-21,36500,35250,KOSPI,91296.0,-3.4247,0,219,5.6972,0.7934,0.7466,0.6908,3.5562,3,8.2111,20.0523,2.5564,134.2193,0,-0.71,-1
000100,유한양행,2020-09-21,61119,60366,KOSPI,86179.0,-1.232,0,22,9.589,9.866,2.0145,1.1334,3.4326,4,7.8359,7.3638,2.5564,0.0,0,-0.84,-1
267320,나인테크,2020-09-21,3585,3550,KOSDAQ,2165.0,-0.9763,0,26,34.981,14.9259,3.2867,1.5888,6.5392,4,10.1534,30.783,6.2826,0.0,1,75.49,1
049950,미래컴퍼니,2020-09-21,38115,37091,KOSDAQ,1567.0,-2.6866,0,218,3.1767,4.9287,1.3505,1.8943,8.0491,2,1.6235,47.5645,6.2826,259.4786,1,6.79,1
142210,유니트론텍,2020-09-23,6119,6088,KOSDAQ,1374.0,-0.5066,0,79,12.5948,6.7197,1.6985,1.6341,6.3263,4,-1.8036,26.0051,0.2496,239.5427,1,17.08,1
047560,이스트소프트,2020-09-23,8200,7870,KOSDAQ,2044.0,-4.0244,0,206,10.6892,9.8962,2.8374,1.9153,4.8012,3,2.2878,18.9928,0.2496,64.6444,1,31.51,5
011500,한농화성,2020-09-23,6900,6800,KOSPI,3995.0,-1.4493,0,31,12.3967,7.1232,1.6612,1.4454,4.8424,3,8.5402,24.7112,-1.5228,126.6667,1,55.15,1
319400,현대무벡스,2020-09-24,2678,2570,KOSDAQ,33858.0,-4.0329,60,247,0.0,1.0,1.0,0.0,100.0,2,-0.0311,3.521,-3.521,0.0,0,-100.0,-1
003545,대신증권우,2020-09-25,10250,9750,KOSPI,6331.0,-4.878,7,32,2.5237,1.5678,1.4326,0.6429,1.2234,4,2.9376,7.1313,-3.1868,61.6915,0,6.67,-1
003100,선광,2020-09-25,18300,17600,KOSDAQ,1449.0,-3.8251,0,224,6.0241,1.3282,1.5965,1.2051,2.5365,4,1.0943,15.6709,-3.9249,76.5296,1,37.5,3
005935,삼성전자우,2020-09-25,53000,50700,KOSPI,932659.0,-4.3396,15,154,-0.3929,0.8588,0.798,0.7613,2.0006,4,2.318,8.3735,-3.1868,45.2722,1,6.9,8
289080,SV인베스트먼트,2020-09-28,5180,4970,KOSDAQ,1820.0,-4.0541,0,124,36.1644,12.8929,3.3654,1.8527,7.4231,4,2.6994,20.7813,-1.4536,217.5719,1,72.43,1
199800,툴젠,2020-09-29,71000,69000,KOSDAQ,4972.0,-2.8169,10,46,12.7451,2.6588,1.1834,1.2757,5.0207,3,10.5538,12.4431,-0.6117,212.2172,1,16.67,1
192820,코스맥스,2020-09-29,116158,113708,KOSPI,23550.0,-2.1092,1,30,12.0773,1.7647,1.1702,1.1454,4.027,4,3.9678,8.8298,-0.9219,93.3349,1,9.91,1
002230,피에스텍,2020-09-29,4830,4730,KOSDAQ,2348.0,-2.0704,0,91,14.8058,3.0485,0.7594,1.8354,5.2779,4,0.382,24.2718,-0.6117,162.7778,1,6.77,2
002840,미원상사,2020-09-29,99500,96300,KOSPI,7073.0,-3.2161,20,30,1.6895,0.6137,0.9638,0.5868,1.7282,3,10.2034,3.4778,-0.9219,90.6931,0,3.22,-1
005389,현대차3우B,2020-10-05,84900,82200,KOSPI,5679.0,-3.1802,6,35,4.1825,1.1096,0.728,0.8254,3.2847,3,11.6811,4.8496,-0.2694,112.129,0,0.73,-1
058970,엠로,2020-10-05,8760,8400,KOSDAQ,4926.0,-4.1096,0,61,6.3291,2.9349,1.4164,0.526,1.8367,3,9.5365,8.6557,-0.9634,329.6675,1,50.6,2
204320,HL만도,2020-10-05,39400,39300,KOSPI,27705.0,-0.2538,0,172,8.7137,1.9541,1.1599,1.4393,6.0796,3,12.1779,23.6603,-0.2694,142.5926,1,0.64,1
003547,대신증권2우B,2020-10-05,9870,9420,KOSPI,2340.0,-4.5593,7,35,1.3994,0.9895,0.9556,0.6417,1.4028,4,3.7915,1.234,-0.2694,64.9737,0,11.46,-1
017670,SK텔레콤,2020-10-05,43392,41495,KOSPI,158300.0,-4.3718,21,26,3.2188,0.9112,0.739,0.7752,1.8116,3,4.2412,-0.5552,-0.2694,46.6514,0,1.25,-1
005387,현대차2우B,2020-10-05,93000,91100,KOSPI,89333.0,-2.043,12,22,4.5924,0.8672,0.9177,0.6594,2.9167,3,12.8361,3.3237,-0.2694,107.0455,0,1.43,-1
014280,금강공업,2020-10-05,4200,4130,KOSPI,1827.0,-1.6667,5,83,3.25,1.3056,0.7052,1.0215,4.8426,4,4.8842,14.3578,-0.2694,122.043,1,10.9,1
005950,이수화학,2020-10-06,6002,5750,KOSPI,2385.0,-4.1986,0,107,38.8889,20.4803,2.1709,2.1158,3.8944,3,1.0768,31.49,-1.2521,155.2153,1,8.26,1
103140,풍산,2020-10-06,26350,25600,KOSPI,31275.0,-2.8463,12,36,10.1075,0.9455,0.7181,1.123,3.7667,3,3.5289,10.6538,-1.2521,89.6296,1,10.55,8
083420,그린케미칼,2020-10-07,4215,4015,KOSPI,1507.0,-4.745,9,23,6.6401,1.3134,1.1387,0.95,3.5047,3,3.9155,-0.0364,0.7892,76.8722,1,5.85,1
009150,삼성전기,2020-10-07,148500,143000,KOSPI,234165.0,-3.7037,15,157,5.5351,0.6408,0.6533,0.9877,3.1219,4,2.5612,5.1367,0.7892,75.0306,0,1.75,-1
005930,삼성전자,2020-10-07,62800,59900,KOSPI,9814760.0,-4.6178,3,177,3.4542,0.75,0.7985,0.6133,1.8602,2,3.8516,6.9446,0.7892,41.6076,0,2.67,-1
060250,NHN KCP,2020-10-07,43008,41059,KOSDAQ,8916.0,-4.5317,3,24,11.8743,2.2369,1.1513,1.2572,4.0096,4,8.9419,3.1983,0.418,289.1479,0,1.81,-1
036010,아비코전자,2020-10-07,6890,6810,KOSDAQ,1160.0,-1.1611,0,156,24.9541,6.71,1.5554,0.9808,5.7688,3,11.9335,22.064,0.418,143.2143,1,24.52,1
046890,서울반도체,2020-10-07,19500,18600,KOSDAQ,4332.0,-4.6154,5,157,11.3772,1.7463,0.6804,0.9574,3.9555,3,8.7426,2.3444,0.418,90.9651,1,8.33,3
009780,엠에스씨,2020-10-07,5590,5570,KOSDAQ,1417.0,-0.3578,0,224,34.0554,276.1857,3.7924,2.2469,3.3855,3,0.2566,32.2011,0.418,72.1793,1,7.0,1
268280,미원에스씨,2020-10-08,97900,95400,KOSPI,7105.0,-2.5536,17,20,1.4894,0.2482,0.7981,0.5326,1.737,4,5.5666,2.3664,0.3246,44.7648,1,13.73,5
003720,삼영,2020-10-08,2430,2325,KOSPI,2295.0,-4.321,1,25,14.8148,3.9011,0.9801,0.9903,5.7604,4,19.5534,15.06,0.3246,221.5768,1,7.31,1
037710,광주신세계,2020-10-08,35800,35400,KOSPI,2773.0,-1.1173,0,228,18.7919,3.6909,3.0417,1.6792,4.4998,3,4.0012,18.4673,0.3246,58.7444,1,2.54,1
086280,현대글로비스,2020-10-08,79531,76280,KOSPI,182625.0,-4.0877,0,174,8.9294,2.0636,1.0859,0.671,4.0517,3,10.68,12.6393,0.3246,116.9326,1,45.57,1
210540,디와이파워,2020-10-08,12350,11900,KOSPI,1650.0,-3.6437,3,48,10.1852,3.9415,0.9816,1.0244,4.7659,4,2.0666,9.8606,0.3246,167.7165,1,8.82,1
000250,삼천당제약,2020-10-08,64600,62800,KOSDAQ,120337.0,-2.7864,0,23,16.946,2.4172,1.0862,0.922,5.7382,4,11.8904,19.5406,-0.8261,194.1452,0,0.96,-1
051900,LG생활건강,2020-10-08,1600000,1540000,KOSPI,42005.0,-3.75,9,38,4.8332,1.3851,1.1244,0.9869,2.3052,4,4.2318,4.0821,0.3246,47.3684,0,3.77,-1
001500,현대차증권,2020-10-12,9792,9345,KOSPI,5942.0,-4.565,2,39,3.4655,1.254,0.9276,0.6588,2.1348,4,5.7562,1.379,0.0758,106.5193,1,12.92,8
067830,세이브존I&C,2020-10-12,3460,3425,KOSPI,1385.0,-1.0116,0,245,18.9236,6.6148,1.8088,1.1618,6.2565,3,6.8491,36.6508,0.0758,103.2641,1,1.61,1
105630,한세실업,2020-10-12,20200,19400,KOSPI,5192.0,-3.9604,0,244,7.7778,0.9614,1.6708,0.9208,5.081,3,17.391,12.388,0.0758,184.8752,1,12.89,8
195870,해성디에스,2020-10-12,21500,20500,KOSPI,10370.0,-4.6512,10,46,3.5354,1.2785,0.7933,0.9524,3.6585,4,7.6909,1.6612,0.0758,89.8148,0,0.49,-1
009240,한샘,2020-10-12,123500,118500,KOSPI,10720.0,-4.0486,1,58,10.7477,0.9972,1.1075,0.9335,3.9602,4,3.9283,20.8426,0.0758,157.6087,0,-0.42,-1
024880,케이피에프,2020-10-13,5450,5350,KOSDAQ,1219.0,-1.8349,0,234,29.3833,56.5819,3.2981,1.4602,6.4152,4,4.8384,19.2713,0.2818,166.1692,1,28.97,1
094170,동운아나텍,2020-10-13,7875,7558,KOSDAQ,6524.0,-4.0254,0,171,20.4078,0.4143,0.9295,1.4969,6.8745,3,10.1186,69.1421,0.2818,248.2949,1,14.61,1
160980,싸이맥스,2020-10-13,15400,14750,KOSDAQ,1957.0,-4.2208,5,43,4.9822,7.7564,1.6693,0.8288,4.1162,4,1.9163,0.7456,0.2818,197.6791,0,1.02,-1
089010,켐트로닉스,2020-10-14,20150,19700,KOSDAQ,5572.0,-2.2333,0,180,25.8786,3.4227,2.4721,1.3889,4.4054,3,4.2045,32.6136,-2.5806,173.6111,1,5.08,1
319400,현대무벡스,2020-10-14,2672,2570,KOSDAQ,33858.0,-3.8174,60,235,0.0,1.0,1.0,0.0,100.0,2,-0.0318,2.5806,-2.5806,0.0,0,-100.0,-1
264850,이랜시스,2020-10-14,2585,2465,KOSDAQ,2384.0,-4.6422,0,27,16.8246,6.396,1.5794,1.2468,4.6218,4,4.5309,26.7619,-2.5806,90.3475,1,15.21,2
130660,한전산업,2020-10-14,3800,3775,KOSPI,5796.0,-0.6579,12,20,6.488,2.3069,1.6057,0.4694,2.4503,4,3.5184,1.7386,-0.6676,0.0,1,2.25,1
015750,성우하이텍,2020-10-14,4100,4010,KOSDAQ,6240.0,-2.1951,0,178,11.0803,2.4855,1.0511,1.1938,5.2547,3,8.3981,31.7271,-2.5806,128.49,0,-0.87,-1
086960,MDS테크,2020-10-14,1425,1365,KOSDAQ,1519.0,-4.2105,1,63,11.8852,3.3683,2.6916,1.4014,4.7619,2,-2.507,16.8065,-2.5806,119.1011,0,3.3,-1
023450,동남합성,2020-10-15,39200,38500,KOSPI,1106.0,-1.7857,12,40,4.1949,6.2211,2.3711,0.8066,1.9944,3,7.6757,5.5344,-1.4804,63.482,0,1.69,-1
003545,대신증권우,2020-10-15,10250,9970,KOSPI,6331.0,-2.7317,16,42,0.201,0.7063,0.8122,0.6028,1.6478,4,3.667,5.7691,-1.4804,65.34,1,4.31,6
293780,압타바이오,2020-10-15,18868,18018,KOSDAQ,2250.0,-4.505,0,83,19.0092,30.8098,2.8543,1.3504,4.0963,3,-2.1501,21.0853,-4.9525,195.0868,1,7.78,1
058610,에스피지,2020-10-16,7860,7550,KOSDAQ,29540.0,-3.944,0,248,3.1421,2.1468,1.5629,1.3908,4.106,4,4.8143,21.6633,-6.747,126.0479,1,5.83,1
003310,대주산업,2020-10-16,2325,2250,KOSDAQ,1660.0,-3.2258,0,50,22.9508,21.1527,3.0834,1.0895,6.0635,3,13.035,20.6711,-6.747,261.1557,1,30.67,1
002840,미원상사,2020-10-19,99500,98800,KOSPI,7073.0,-0.7035,30,40,0.7136,0.8709,1.1008,0.2929,0.9615,4,8.9209,4.1659,-3.963,95.6436,0,15.89,-1
107590,미원홀딩스,2020-10-19,59800,58200,KOSPI,1594.0,-2.6756,6,20,6.789,0.8129,1.0634,0.7513,3.326,4,6.2907,2.2738,-3.963,64.4068,1,23.2,3
123890,한국자산신탁,2020-10-19,4035,3870,KOSPI,3243.0,-4.0892,0,29,4.0323,2.3016,1.1708,0.4548,1.8365,4,8.5102,8.4165,-3.963,180.4348,1,7.62,3
003540,대신증권,2020-10-20,12900,12500,KOSPI,18025.0,-3.1008,7,250,0.8065,0.5327,0.5808,0.4165,2.7714,4,6.1361,21.1065,-3.182,87.9699,1,16.0,2
003547,대신증권2우B,2020-10-20,9870,9500,KOSPI,2340.0,-3.7487,17,45,-0.9385,0.717,0.9801,0.4607,1.2406,4,3.608,6.2188,-3.182,66.3748,1,11.05,3
011170,롯데케미칼,2020-10-20,233840,225268,KOSPI,32766.0,-3.6658,0,250,6.7722,1.7321,0.9802,0.832,4.2435,3,7.4624,18.2673,-3.182,106.5504,1,20.72,2
092130,이크레더블,2020-10-21,26650,25650,KOSDAQ,1903.0,-3.7523,1,48,6.875,1.4259,1.3603,0.5672,2.1164,4,4.7437,14.6147,-6.1581,73.8983,0,0.0,-1
017940,E1,2020-10-21,51300,49100,KOSPI,6538.0,-4.2885,5,22,5.7051,1.0927,1.626,0.7417,3.5787,4,9.6035,5.1634,-1.4675,122.6757,0,1.83,-1
008260,NI스틸,2020-10-21,2500,2375,KOSPI,1058.0,-5.0,0,100,4.3956,4.7128,1.5734,0.958,3.3985,4,2.9405,10.4124,-1.4675,121.9626,1,9.26,2
011200,HMM,2020-10-21,7680,7600,KOSPI,199966.0,-1.0417,10,23,5.7024,2.8797,1.1968,0.8279,3.5808,3,13.7897,5.5771,-1.4675,258.4906,1,100.66,1
121440,골프존홀딩스,2020-10-21,6700,6430,KOSDAQ,2135.0,-4.0299,4,46,12.4126,2.2274,0.9783,0.8555,4.1991,3,2.2386,16.0726,-6.1581,289.697,1,15.09,7
093320,케이아이엔엑스,2020-10-21,99000,94900,KOSDAQ,6129.0,-4.1414,2,28,7.3529,2.7974,1.4047,0.4979,3.6655,4,11.905,12.1916,-6.1581,223.339,0,0.21,-1
017960,한국카본,2020-10-21,11200,11000,KOSPI,17571.0,-1.7857,0,28,10.2204,7.0787,1.4865,1.3391,4.3442,4,7.1842,12.5786,-1.4675,176.0351,1,8.64,2
060370,LS마린솔루션,2020-10-21,6363,6152,KOSDAQ,15306.0,-3.316,0,28,26.5323,4.3654,3.3816,1.042,7.6015,4,9.1286,30.4409,-6.1581,277.1919,0,-2.42,-1
019550,SBI인베스트먼트,2020-10-22,975,940,KOSDAQ,1277.0,-3.5897,0,66,11.1111,26.4065,2.9332,1.2145,5.3343,4,2.8423,25.0511,-8.5703,135.0,0,1.49,-1
